`Date,Text,Score,Username
2025-04-04 13:32:30,mantap,5,Hajrul
2025-04-04 13:32:10,sukaaakk,5,Stefani
2025-04-04 13:32:08,"saya suka sekali dengan game ini, sangat suka dan menantang.",5,Ahmad Amin
2025-04-04 13:30:45,bagus,5,Naura Ika
2025-04-04 13:30:08,"game rusak, dark sistem banyak,buat main solo wusah banyak dark sistem,pokoknya gak imbang sumpah..!!",1,Yuda Harja
2025-04-04 13:29:59,"Game kikir, banyak dark sistem, tim sampah, beban ga jelas, susah naikin rank, mending main hok, developer kikir, tolol",1,Azura 01
2025-04-04 13:29:49,mantap,5,mas deris
2025-04-04 13:27:58,maaf saya kasih segini dikarenakan masih banyak bug,4,Moch Nurkhayan
2025-04-04 13:27:08,mode offline tim tolol serta dapat musuh jago rubah la sedikit moonton kasih lebih bagus tank gua nggak mau rotasi,2,Sorsel Kahimpong
2025-04-04 13:27:03,banyak yang ngecheat sama rw,1,Rio Gustiawan
2025-04-04 13:26:45,wah game nya seru banget coba mainin deh seru banget dah,5,muntaz ganteng
2025-04-04 13:26:38,game bqgus,5,Iza al
2025-04-04 13:26:31,gem paling bikin emosi kalo lagi main sinyal nyaa nyedot nyaa paling boross ketimbang gem lain nyaa Masi enak dari pada ml Tolong yaa buat ML saya klo udah mauk naek Reng misal Reng saya GM mauk naek ke epik drak sistem terusss tolong yaa perbaiki optimal sinyal nya jugaa ok,2,Fahri
2025-04-04 13:26:10,asik,5,Muhammad Al Fahri
2025-04-04 13:25:58,Musuh tak sebanding,5,Akbar Jamaluddin
2025-04-04 13:25:01,monton tolong Game nya kok gua engga ada salah malah di ripoth Turun pula skor credit gua aturan 1 lagi loh naik pengen main renk aku,2,Arya Handika
2025-04-04 13:24:05,muntun letak lah maju mundur,5,Afdal Zikri
2025-04-04 13:23:52,"game tolol, matchmaking nya seimbang in lah, tambahin fitur pemilihan role dari lobby juga, kebanyakan main ni game bocah² bgo sama iq rendah, apalagi di indo cuih",1,Arthur FHA
2025-04-04 13:23:32,makasi mas Monton draksistem nya,5,Jufra sun
2025-04-04 13:22:33,Kurang puas 😭😭,3,Xrzysyaza Sya
2025-04-04 13:22:29,jaringan in game benerin kocak sering delay match busuk player troll game penguras emosi pantes player milih dijoki sistem nya aja buat player kalah terus,1,Hieronimus S Saputro
2025-04-04 13:22:27,mantab👁👄👁🤙,5,sari putri
2025-04-04 13:22:15,Game rusak,1,Kayana Aqilah Hanan Ardhi
2025-04-04 13:22:10,gasuka game nya karna sinyal saya padahal udah bagus tambah wifi tapi masih aja merah sinyal nya.,1,Darussalam
2025-04-04 13:21:39,"wei moonton kasih team yang ngotak lah saat main rank ini gimana mau main inimah kalo main aja role nya nabrak, jaringannya ngelag padahal wifi nya aman aman aja gitu ngak ngelag Ama sekali pas gua tes kecepatan nya,jadi moonton TOLONG PERBAIKI SISTEM MATCHMAKING AMA SISTEM PEMILIHAN ROLE GITU,disesuaikan lah ya team nya biar setara gitu looooo moonton,kalo gak mending gua uninstall ajaa nih game(TEMEN GUA JUGA NGALAMIN MOONTON)Game apa ini cokk cokk",1,Muhammad Nuraljabar
2025-04-04 13:21:27,"game bagussssssssss aku suka game ini,, cocok direkomendasikan untuk kalian yang lagi stress mikirin hidup,, game have fun yang dapan di mainkan bersama teman ini sangatlah asikkk,, saya telah lama bermain dan sudah merasakan sensasi hampir gila saat bermain game ini karena terlalu asik,, jadi untuk kalian yang sedang mencari hiburan di waktu luang bisa bermain Mobile Legends Bang² game yang sangat asik sekali",5,rasya pemula
2025-04-04 13:21:14,"game yang sangat bagus,,saya menyukai nyaa❤️",5,Mita
2025-04-04 13:20:56,aku suka game ini sekarang aku keren selalu victory jarang aku kalah tapi maap gravik nya di bagusin 5%aja bisa gak semoga game ini makin maju dan menjadi nomor 1 dan teramai di play stor,5,Andreas Gavrielriandi
2025-04-04 13:20:55,game ini sangat seru,5,widya Jkrta
2025-04-04 13:20:52,moonton kenapa poveus gak di kasih skin padahal Minion aja di kasih ski masa poveus gak,5,Rafa Kece
2025-04-04 13:19:58,ini game udah bagus tapi tolong kalo bisa ada sistem untuk player yang jaringannya kalo ngelag gak turun skor kreditnya.kaya di FF.,3,Kaspul
2025-04-04 13:19:14,draf monton tidak sesuai tim lawan jago tim gw penghuni asli,1,Radjo Medan
2025-04-04 13:19:09,apik,5,sriyani Yani
2025-04-04 13:18:02,aku kasih bintang 4 soalnya gak offline tapi game nya bagus kok yang suka Mabar wajib download deh bagus banget,4,Suharto
2025-04-04 13:17:47,game nya bagus tpi kadang kadang win streak kadang kadang lose treak semangat papa muntun untuk upd game nya,5,Alvino Marley
2025-04-04 13:17:42,indah,5,Melinda Edelina
2025-04-04 13:17:06,tolong seimbangin lawannya gw udah lose streak 6 kali,5,GHANI X FF
2025-04-04 13:16:55,kalo ngasih team yang bener lah cape gwaa,1,Firman Maulana
2025-04-04 13:15:58,"menghabiskan waktumu, jangan buang waktumu",1,Nanda Setiawan
2025-04-04 13:15:50,Good job..man mantap,5,BANG ONE
2025-04-04 13:15:17,gamenya Bagus sih tapi ada Bug dan kadang kadang AFK,3,Fahri Abimanyu
2025-04-04 13:15:10,banyak bug nya kaya internet jelek banget padahal game aplikasi lain lancar lancar aja ml ml males banget main ni game,1,Muhamad Ikhsan firdaus /23
2025-04-04 13:14:22,seruu dan asik,5,Nur Santa
2025-04-04 13:14:18,tidak disarankan main game ini karena game ini bikin stres orang menguji kekuatam mentak sampe stres beneran saya habis lose streak 20 kali! jangan main game ini!,1,Jeje Lestari
2025-04-04 13:13:16,game gak jelas tiap mau naik diturunin mulu,1,putraa anjaay
2025-04-04 13:12:52,"Woilah moonton matchmaking benerin tuh, bangsttttt kesel banget gua udah bintang lima malah ditemuin sama orang yang ngk bisa main, sama benerin tuh sinyal nya ngk stabil padahal sinyal nya enak buat main game lain.",1,Akhsanul Holki
2025-04-04 13:12:51,"Untuk moonton, tolong ya awal season jangan bikin emosi gw dari kemarin ketemu tim yg kek bocil"" GK bisa maen GK bisa rotasi. Tolong lah. sama server di perbaiki sinyal Telkomsel lancar pas main ml sinyal merah!!!!!!!!!",1,ragil Vino19
2025-04-04 13:11:47,"game nya seru,tp kredit skor gua hahis",4,Sean Arga
2025-04-04 13:11:22,ok seru,5,Sudar Darno
2025-04-04 13:10:36,Game panntteeeekkkkkkkk,1,Ari Laso
2025-04-04 13:08:47,Bug d pas main -g bisa gerak.,1,Aku Game
2025-04-04 13:08:18,gw losterek 100,1,Luk man Hadi
2025-04-04 13:07:57,AKU HANYA MAU MAIN SEBENTAR MALAH DIKATAIN YATIM BODOH DAN DLL SAYA GAK TAU KENAPA?:(,1,Witri Jomok
2025-04-04 13:07:39,Matchmaking tidak adil.,1,A Gaming
2025-04-04 13:06:28,game ini sangat menyenangkan,5,Hilda Azka
2025-04-04 13:06:26,enak,5,Restart Yanto
2025-04-04 13:05:53,kasian yaa kamu mobile legends kamu ditiru sama game sebelah aku kasih rate 5 aja biar semangat update gamenyaa🥰,5,Akbar Prasaja
2025-04-04 13:05:12,"saya sangat suka game ini dan menghibur di saat ada waktu jenuh tapi kenapa, tolong di perbaiki terkadang saya sering menemukan lawan yang tidak seimbang saya baru pemula udah di kasih lawan yang jauh dti sya skil nya",1,Agung Nugraha
2025-04-04 13:05:09,baguss bangett benerrr bikin asik kalo gabutz,5,Alya Raihanun
2025-04-04 13:04:21,maaf ya mobile legends gua kagak sengaja afk gara gara jaringan kurang mendukung pls kembalikan wr gua,3,Sugeng Riyadi
2025-04-04 13:04:06,Good Game,5,Sandy Saputra
2025-04-04 13:03:57,"game sampah, pengaturan match making buruk, banyak player yang melakukan trol dan mengandung rekan satu tim. sistem costumer service yang buruk tidak menindak lanjuti laporan dan menganggap player yangg melakukan trol tidak melakukan trol. tidak seimbangnya match making",1,Atou
2025-04-04 13:02:38,seru,5,agus arieadi
2025-04-04 13:00:35,UDA GABUNG SERVER SEBELAH XIXIXI,3,Rohayati
2025-04-04 12:56:53,MOONTONN KALO ANDA BIKIN SAYA KALAH 30 KALI BERTURUT TURUT SAYA BAKAL LAPORIN,2,Isna
2025-04-04 12:55:31,"gem burik, sinyal ful aja lag ping di atas 90+, delay bgt GK di betuli²",1,Kobel Ko
2025-04-04 12:55:14,"game ml adalah game yg sangat""bagus buat jadi gila kalo ad yg mau gila bagus bngt ni game.dan kalo kalian stres main aja game ini biar stres kalian semngkin jadi.",1,Darul Ajah
2025-04-04 12:55:13,Banyak darksistem kontl,1,M. Xyro
2025-04-04 12:54:43,game lag mulu . jar8ngan bagus tiap main lag2 . jadi gk nyaman main . males,1,Sabo Squad
2025-04-04 12:53:52,game orang ber iq tinggi dan sangat bermanfaat sekali dan bekerja sama tim yg sangat bagus ya semoga aja banyakin player normalnya dari pada orang gg yg make nana hyper,5,Muhammad Fahri
2025-04-04 12:53:31,game cacat,1,naufalheroic99 ajha ya
2025-04-04 12:53:14,"saya sangat suka dengan gamenya apalagi saat bermain bisa bertemu teman baru, tapi saat menyelesaikan permainan dan bertemu dengan player yang mengejek karena gameplay buruk tolong untuk dikondisikan saat ada player yang melaporkan player lain untuk ditambahkan list report penghinaan",5,Ahmad Azmi Maulidi
2025-04-04 12:52:40,"dulu jaringan sekarang malah player beban, cape gua gendong tim mulu, mending pindah ke hok",1,nurul Haqqi
2025-04-04 12:52:30,bagus banget gem tapi tidak premium ccsdgg,5,Samsul Bogel
2025-04-04 12:51:45,kesayangan kuu,5,Hamdi Dimas
2025-04-04 12:51:15,dpet tim ga jelas terussss..,3,Yon Daime
2025-04-04 12:50:16,"team sama musuh ga pernah imbang,pasti ketemu sistem hitam terus ga ad habisnya,tolong lah seimbangkan musuh sama team",2,Rizky Dwi
2025-04-04 12:50:02,woy dari jam 2 pagi sampe 11 malem sama rank ku masih stak di mytik honor,1,Sobri Sobri
2025-04-04 12:47:09,saya menyukainya,5,Kelvien regata
2025-04-04 12:46:39,dapet tim beban trus....,1,Rezza Fahlefi
2025-04-04 12:46:36,permainan yg sangat seru,5,Aku Aja
2025-04-04 12:46:17,bagus bangettttttt,5,Dun Dun
2025-04-04 12:46:07,Busuk bet,1,Iqbal hakim
2025-04-04 12:44:58,gw tambah bintang nya,5,Yudi Yuda
2025-04-04 12:44:40,sinyal katro bgt. makin kesini bug ma crash . percuma skin di banyakin klo gameplay nya ga enak dimainin.,1,rizqy F
2025-04-04 12:44:16,ga suka aja tapi part paling gasuka tuh season🙁,4,Cia Lovely
2025-04-04 12:44:13,jujur bagus gamenya bagus tapi mohon naikan Honor skor saya mohon dibaca oleh montoon,5,Eni Rohaeni
2025-04-04 12:43:40,seru banget ini game makasih moonton sudah membuat game seperti ini,5,azril gamers
2025-04-04 12:43:35,tolong banned Player ml yg sering pause di costum,5,Ambon Atc
2025-04-04 12:42:52,"game apa ini, masa saya dikasih ls terus mantap2, game rusak",1,Adhy Dayana
2025-04-04 12:42:33,seru apa lagi ada hero barunya terus,5,ILHAM AL-JINDAN
2025-04-04 12:42:22,"gamenya sangat bagus, tetapi hanya grafik saja yang membuat perangkat saya cepat panas serta membuat perangkat yang memiliki ram rendah ngeleg, terutama jika main di mode rank atau rising. saya mohon grafiknya diturunin lagi, grafik low saja belum cukup, itu masih terara grafik tinggi bagi saya dengan teman saya yang lain 🙏",5,NABIL Akram
2025-04-04 12:42:10,"saya menyukai permainan nya palinq qampanq,,apalaqi aku user hayabusa,dan linq.",5,Linq Xian
2025-04-04 12:41:53,sangat bagus saat gabut,5,Sakti Prabu
2025-04-04 12:40:36,Game Ngetot,1,Riski Ardani
2025-04-04 12:40:01,game moba bagus banget cuma agak ngelag karna hp ku kentang😅😅,5,Chyto Qyu
2025-04-04 12:39:30,"game busuk ga ada pintu, ga bisa jalan mundur, turun ko pake skateboard mending main yt bisa nonton miawaug dan bang windut bersaudara",1,Rizki Putra Hendriyana
2025-04-04 12:39:10,cukup seru sih tapi....,4,Sofiyan Saori
2025-04-04 12:39:04,kukasi bintang empat karena muntun tidak adil,4,Probolinggo Kita
2025-04-04 12:38:49,"makin kesini game nya makin bnyak kecurangan,, seperti yg peke vpn dan menyebabkan leg padahal udh pake wifi , tolong lah yg seperti itu di kondisikan,masak game besar ngk bisa mengatasi yg seperti itu",1,Rifki Ferdiansyah
2025-04-04 12:38:35,ngasih tim yang beda rank aku main di legen malah di beri tim epic,1,Nana Ruswana
2025-04-04 12:38:33,maap geme gak ada rumah dan burik,3,Mokhamad Aslori
2025-04-04 12:37:58,bagusss,5,Citraazzara Citra
2025-04-04 12:37:46,musuh nya gk adil alo repot orang selalu Di angap gk salah alo repot orang yang gk salahkan aja baru di peringatan,1,Danish Abrisam
2025-04-04 12:36:53,hampir gila aku gara gem gak gejas sistem tim banyak bug,1,SUPER SIX
2025-04-04 12:36:11,mobile legends inii sangatt bagusss,5,Dedi Dedi
2025-04-04 12:35:25,baik,3,Ninjaelit
2025-04-04 12:35:10,Kapan mainkan,3,Muhammad Alfatih
2025-04-04 12:34:19,suwangar 🥰,3,Bintang Yuliani
2025-04-04 12:33:58,jaringan Lemot,1,Yupra Fifin
2025-04-04 12:30:40,tolong demeg Mia late game di neev,1,Yusuf SAIFULLAH Yusuf
2025-04-04 12:29:54,skin banyak yang baru tapi servernya ngeleg tolong benerin servernya kami bermain dengan tidak nyaman karena itu,1,Risky Pratama
2025-04-04 12:27:52,game haram ngeleg banyak tukang trool ada prank global pause tidak di saran kan,1,Haikal
2025-04-04 12:26:16,enak bangett mainannya,5,Eli Oppo
2025-04-04 12:26:12,game rusak jangan di download bikin kalian pusing sama pemain yg tidak kompetitif mending kalian main hok,1,Alfa Kun
2025-04-04 12:25:52,"gajelas , sinyal lag mulu",1,Malvino Pratama
2025-04-04 12:25:37,game untuk joky,1,Edinho Da cruz
2025-04-04 12:24:54,saya suka game ini karena mementingkan player nya,5,Andika Rezvan
2025-04-04 12:24:13,game tim gak adil,1,Aprilio Anggoro
2025-04-04 12:23:57,makin hari makin jlek sinyalnya,1,Hasan Basri
2025-04-04 12:23:30,Wah game ini sangat bagus jadi tolong di tingkatkan lagi karena ada beberapa bug seperti tidak bisa claim hadiah tapi tidak apa,5,Clara Cintia
2025-04-04 12:23:19,gemnya bagus cuma bag jaringan,5,Nikma Fatmawati
2025-04-04 12:23:04,Tambahin Event gratis lagi tun!🤭,5,Sayid
2025-04-04 12:22:41,ga bisa report Player beban,1,Hansen Susilo
2025-04-04 12:22:34,gamenya seru,5,Ayu Giri purnamayani
2025-04-04 12:20:38,thanks for give in my birthday,5,Satriyo Fs
2025-04-04 12:20:18,game ini enak dimain kan seru,4,Faiza Icha
2025-04-04 12:19:26,bagus tapi juga bikin stress,5,Mira Des
2025-04-04 12:19:18,ml.bisa ga si adil dikit ngapasii aku setiap report player selalu ga valid giliran aku selalu kena laporan adil dong,3,jenaya putri
2025-04-04 12:18:39,"Bikin lah fitur pilih role capek pada gak mau ngalah 2 jungle lah 3 exp lah udah banyak gua nemuin kek gini,cuma mentingin skin perbaiki noh matchmaking nya gak adil bet, contoh tu honor of Kings adil gada yang rebutan role Karna sudah ada fitur pilih role,ml banyak minus nya beda kali sama HOK, udah pusing gua main ml MENDING DOWNLOAD HOK ML HAPUS AJA GAME SAMPAH,GAK USAH DOWNLOAD ML GAME RUSAK BIKIN STRESS",1,Angga Zaidan Nabil
2025-04-04 12:18:21,permainan nya bagus banyak hero hero bisa mabar sama temen atau sodara pun pokonya seru banget,5,yuyun dianasari
2025-04-04 12:18:19,"woilah cik,ini game seru banget loh ya🤤aku rekomen deh pokoknya, tapi kalo kalian player yg ga bisa sabaran aku kurang rekomen ya,soalnya bug sinyal nya ngeselin buanget loh rek😡😡dan,mungkin yg pgn aku sampain..sejauh ini game nya bagus² aja sih ya wak,mungkin ada beberapa kekurangan seperti bug,semoga muntun bisa memperbaikinya🤗🤭makasihh🤪",3,Farah Azzaliya Diniyah
2025-04-04 12:16:51,saya suka bangeet,5,MAGIC CHESS
2025-04-04 12:16:37,"selepas season sering freeze dan macet, padahal sinyal Wifi +data full, kondisi dan ram hp mumpuni, makin aneh, 3 hari kedepan jika masih tetap sepertinya unistal game ini 😮‍💨",3,Fahmi Ramadhan
2025-04-04 12:16:06,MOONTON yang bener gamenya harus top up terus,1,Zidan Khaira
2025-04-04 12:15:38,"Gtau,tapi lumayan bagus tapi kurangin losetreak nya ya muntun sama sinyalnya terimakasih rwarr",4,Ayi Nurhayati
2025-04-04 12:15:08,game nya seru banget ♥︎😄,5,Latifa Turohmah
2025-04-04 12:11:35,jaringan akhir akhir ini padahal ping hijau tapi laggg bgt tolong perbaiki lah Monton,1,pak nario
2025-04-04 12:11:04,kurang menarik,1,Ahmad Farid
2025-04-04 12:09:46,seru,5,Muhamad Dzikri
2025-04-04 12:09:46,"game rusak, skin diutamakan sinyal gk diperbaiki game nya GK adil bagi pengguna rendahan yang selalu jadi korban bug sinyal GAME RUSAK",1,Cahaya Ponsel
2025-04-04 12:09:08,solo player 😭😭,2,Ardi wiranata11
2025-04-04 12:08:56,sayamenyukai nya,4,Akun lumut
2025-04-04 12:08:29,saya sangat menyukai permainan mobile legends untuk bisa menghilang kan suntuk saya dirumah,5,Aisyah Trifebrianti
2025-04-04 12:08:10,TOLONGGGG KURANGIIIIII DURASIIIII STUNNNNNN SKILLLL BADANGGGGGG!!!!!!! HEROOOO RUSAKKKKKKKKKKKKKK!!!!!,1,Randy Aris
2025-04-04 12:06:35,sangat bagus. saya sangat suka geam ini,4,rico riyadi
2025-04-04 12:06:29,"monton kenapa gw ls, kasi musuh yang setara lah",1,adityajuni28
2025-04-04 12:06:27,dapat player darksostem terus mending main ff🤬🤬🤬🤬,1,Arya Sopian
2025-04-04 12:06:26,mantep boss,5,Ujang Ma'rup
2025-04-04 12:05:48,jaringan nya ampas banget ngelag Mulu padahal maen game lain lancar tolong lah perbaiki jaringan nya dulu,1,Pepen Supendi
2025-04-04 12:05:31,game ini bagus bgt walau kadang bikin kesel karna ngelag dan lose streaknya tpi aku udah main game ini selama 7 tahun makasih buat mobile legends udah menemani hari hari ku selama ini dan sekarang aku sudah pensi karna fokus real life,4,F
2025-04-04 12:04:37,bagus,5,15 Anuar Aziz SPd
2025-04-04 12:04:08,game nya banyak bag dan gak adil banget,1,Ahmad Efendy
2025-04-04 12:03:11,seru dan karakter ya bara ragus,5,Kanya
2025-04-04 12:03:00,Game nya seru cuman aku keseringan afk jadi aku uninstal terus downlod lagi tapi ga papa penting seru game mobile legends nya,5,Romaito Manik
2025-04-04 12:02:08,setiap maen knp selalu ngelag padahal jaringan stabil tolong dong monton perbaiki lagi dan biar gada bug lagi 🙏,1,Pinky radittya Wicaksono
2025-04-04 12:01:48,aku dapat tim yg gg,5,Musohir Cs
2025-04-04 12:00:40,"dari semenjak saya saya main selalu jaringan yang tidak pernah diperbaiki, setiap war pasti lag ping buruk setelah mati baru normal, tolong perbaiki masalah jaringannya padahal jaringan di hp saya bagus sinyal juga bagus selalu kegitu bikin kesel bikin males maen",1,Nurgantara Chanel
2025-04-04 11:59:49,"game nya bagus sampai"" saya tidak bisa berkata kata 😁😁😁",5,Tania Desri rahayu
2025-04-04 11:59:25,"Montoon Kasih menang lah, nanti semua player pindah ke game lain..",3,Muhammad Ikram
2025-04-04 11:59:20,lumayan gua kalo gak salah pernah sampai Master 4👍👍🏻,5,cucun mulyana
2025-04-04 11:58:48,keren,5,sukma adekayanti
2025-04-04 11:58:47,"bagus ,banyak event,tapi sinyalnya kurang",4,Fahrul Najhan
2025-04-04 11:57:34,game udah bug trus... tambah diberikan tim yg nggak bisa main astaga mooonton game yg paling tidak bagus kalau ada bintang 0 aku pilih bintang 0 tuk mobile legend mending PUBG 🫣🥱,1,Herodias Elvies
2025-04-04 11:57:07,"skin Novaria kolektor seperti skin elit, naga nya gak ada tolong di perbaiki !!!",2,914 Rai Andara Dharma
