`Date,Text,Score,Username
2025-04-02 15:39:58,woy itu serverya di perbaiki dong wifi aman + pake data masih aja leg benerin dong,1,Rafid Jatmiko
2025-04-02 15:39:43,kenapa lawan nya gak sesuai,1,King Game
2025-04-02 15:38:56,game luar biasa,5,Tony Tony
2025-04-02 15:38:30,seru sekali untuk menunggu lanjut sekolah,5,Piter Limmm
2025-04-02 15:38:27,ml anjeng gua kalah mulu coooookkkkkkkkk,1,Farhan “Pentol”
2025-04-02 15:38:19,"event,skin baru,Hero baru di urus..server jaringan ga di urus..males lama lama main mobile legend sinyal hijau Tpi bug mulu",1,Acuy Joerig
2025-04-02 15:38:13,bagosss,5,Farah Farah
2025-04-02 15:38:07,"Taeeeee, dark system ga ngotak, cape, star protec ga guna (lu punya star atau sejenisnya makin sering kalah), power di game ada yg ga beres, lu ngereport orang.. fix Winrate lu diancurin darksystem trus gunanya apa juga report player ga bener, matchmaking tim ga beres ga imbang, dlu bs winstreak 10-12 skrg setelah 5 lgsg Darksystem nyala asu, moga yg buat, pencetus dll darksystem hati"" karma bikin orang susah aja ga adil ini systemnya",1,Sadewo H.D
2025-04-02 15:37:30,mantao 👍,5,Achmad Soleh
2025-04-02 15:37:20,"sorry moontoon, i must give a bad bad bad results. ga make sense cog matchmaking nya, sorry gw pindah sebelah, ga pernah bener game ini buat match making. ga becus!",1,Nrkholis 99
2025-04-02 15:37:00,saya menyukainya,4,Beti Nurhayati
2025-04-02 15:37:00,Muantep lah,1,Dark Elf
2025-04-02 15:35:42,game nya gk bikin lag,5,Firman Sandi
2025-04-02 15:35:38,𝕚 𝕝𝕚𝕜𝕖 𝕥𝕙𝕖 𝕘𝕒𝕞𝕖,5,Min Ovi
2025-04-02 15:33:36,hebat gamenya,5,Salman Asyar
2025-04-02 15:32:45,mantap,5,David Zalukhu
2025-04-02 15:32:35,GAMENYA BAGUS SEKALI,5,Sakura _MIKEY
2025-04-02 15:32:20,di season ini sistem nya tambah ga jelas. sering lag jaringan ping ijo mulu. draksistem nya juga makin banyak. tolong perbaiki buat kenyamanan player,1,sponsbob 123
2025-04-02 15:32:02,"sangat bagus, dan menghibur.",5,Iky Tigor
2025-04-02 15:31:57,"seru sih game nya tapi bug nya tolong di hilang in ya moonton,udah muak banget sama bug sinyal dll",5,FAREL farelpermana
2025-04-02 15:30:59,dapat losterk terus setiap mau naik,1,Endang Kusumawaty
2025-04-02 15:30:18,game kanciang,1,Cudidd17
2025-04-02 15:29:57,"suka keluar keluar sendiri,dan malah login ulang :(",1,Alif Lebong
2025-04-02 15:28:59,WAHH INIII GUAAA UDHHH GKK WARASS SUMPAHH MASAA WIN5KLI TERAKHIRNYA HADEUHH PUSINGGG JDII MALESS MAINNN NOHHHH BACAA NOHHH SYSTEM LUU DOANGG ITUUU KEKK APAA YAKK MENDING MAIN HOK,1,Undhink
2025-04-02 15:28:47,game burik kek anj jangan di download tolol pelerrrrr,1,GILL. LEGOX
2025-04-02 15:26:42,monton sensi asli baby lah,1,aQila Zalfa
2025-04-02 15:26:29,"WOI GUAA EX IMO LU KASIH LAWAN EX IMO+GLOBAL+PENJOKI SEDANGKAN TIM SENDIRI EPIC ABADI MANA JARINGAN BAGUS TIBA2 DELAY SENDIRI, YANG BENER LAH",1,Feviona Melysa hafis
2025-04-02 15:25:33,game nya sangat seru,5,Daffa Ibnu Hafidz
2025-04-02 15:25:05,game nya bagus tapi asal maunaik rang satu bintang lagi jumpa anomali,3,Yuga Yuga
2025-04-02 15:24:40,"game yang dulu dibangga banggakan sekarang sudah tidak bisa diandalkan karna kehadiran draksytem yang slalu muncul ,,, pantesan lama kelama, an ranting game ini semakin turun ,, lebih enakan game sebelah , mohon ma, af terlalu berat saya memberi bintang buat game ini ,",1,Slamet Toris
2025-04-02 15:24:00,game nya sangat seru tapi kalo sedikit salah kredit skor nya hilang jadi GK bisa main rank,5,Maimun Zubair
2025-04-02 15:22:59,Game nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!liat ke bawah = gak ada apa apa,5,Angga AC
2025-04-02 15:22:41,BBS BBS BBS (bagus banget loooh)😍,5,Dwi Safira
2025-04-02 15:22:39,bnyak yg cheat sinyal,2,Hadi Sances
2025-04-02 15:22:07,game burik ga jelas,1,tukang bongkar
2025-04-02 15:21:48,game burik,1,Wilex San
2025-04-02 15:21:37,"GAME GAJELAS, MATCHMAKING GA IMBANG DEVELOPER KIKIR",1,Edward Wiesandy
2025-04-02 15:20:50,game ini sangat seru dan menantang! juga melatih emosi,5,Djamaludin Kahar
2025-04-02 15:20:49,game ini seru bikin ketagihan mainnya cobain deh seru banget bisa mabar bisa lainnya deh banyak hal yg bisa di lakukan pokonya sekarang download game ini,5,Nur Din
2025-04-02 15:17:13,"sekarang tambah jelek, di kasih tim gak pernah bener.",1,vani amriyan
2025-04-02 15:16:49,game asik,4,Andreansyah
2025-04-02 15:15:24,game ini dah rusak makin kesini makin ga menarik selalu di tipu dark sistem aku mau hapus ja dan pindah ke honor of king...bener2 dah bkin muak... data nmbh trus apa2 upgred menu2hi memori ja... dah mles main,1,simuh baelah
2025-04-02 15:14:46,game asu,1,Febrian Helga Rahman
2025-04-02 15:14:45,terlalu banyak orang yg tidak bisa main,1,Dennis Dinata
2025-04-02 15:14:35,game rusak ga usah download,1,Elan Muhammad
2025-04-02 15:14:34,gw udh hps krna gk tw knp gw ketemu sama drak sistem mlu,1,Joker 01
2025-04-02 15:14:31,bagus aja sih,1,Gumilar Hadiansyah
2025-04-02 15:14:22,Game banyak dark sistem nya Selalu banyak yg ngetrol belajar Hero di rank mending maen h o k aja jangan maen ml sama banyak yg ngetrol maen pake chip buka buka portal trus bikin ngelag tim aja mohon monton buat perbaikan game nya ya mending maen h o k aja atau engga maen ff ml mah game rusak saran mah Jangan maen game ini yah!,1,indra Dian
2025-04-02 15:14:11,game darksistem banyak bocah modal jokian,1,Dimas Dwi
2025-04-02 15:13:44,sangat bagus,5,Imran ali
2025-04-02 15:13:24,Game nya gak bisa login ngestak di tulisan mobile legend bang bang mohon di perbaiki,1,M RISKI Setiawan
2025-04-02 15:13:05,"Game sampah kalo buat game yang bener lah, performa jaringan di benerin buat skin bisa,buat hero baru bisa tapi jaringan rusak, di update malah tambah jelek, Buat moonton tolong dibenerin jaringannya.",1,Mazzeii Kun
2025-04-02 15:12:19,kau moton jangan kejam kau sama player indo orang masih GM udah kau kasih tim mitik.kau pikirkan dulu kau main tapi tim sendiri master sementara tim musuh sekelas mitik kan gak logis kan.jadi tolong dulu moton buat lah dulu yang adil masa aku aja yang terus mvp kalah.,1,Adillah Syakira
2025-04-02 15:12:01,ok,5,Achmad Lazim Ar Rasyid
2025-04-02 15:11:40,"buat brawl jadi brawl rank, reward Avatar, efek n emote. buat rare fragment kembali seperti dulu dyroth ke lebih lama.",1,Kaset Tape
2025-04-02 15:11:05,"sebenarnya gamenya bagus.tapi,masalah kredit skornya agak nyebelin.kan aku lagi main rank,tau tau keluar sendiri,masuk ml lagi kan aku,tapi loginnya lama banget,jadi gak ikut war,pas login udah di loby,tau tau kredit skorku ilang 20,aku push lagi,naikin kredit skor dah bisa main rank,tapi entah kenapa pas udah main rank tau tau turun lagi jadi GK bisa main rank hadehh.jadi aku hapus aja gamenya.malesin,harusnya ada fitur kalo ada pemain yg afk akan ditanya kenapa anda afk?,.",1,Iswahyudi Banaran
2025-04-02 15:10:56,monton kalo beri teman itu yang setara sama musuh nya muntun masak di kasih derak sistem,1,Namzzzxx Khoirul
2025-04-02 15:10:01,sinyal suka lag di in game,2,Jemi Revisi
2025-04-02 15:09:39,cocok untuk di mainkan a,5,Wilnando William
2025-04-02 15:08:57,update skin terus jaringan woyy montoon jelek kali bisa jaringan macam lampu lalu lintas merah kuning hijau hadeh perbaiki,1,Muhammad Fadhlan
2025-04-02 15:08:28,bagus banget aku suka banet cuma 1 moonton gak usah pelit yaahh😆😆😆😁😁😁,4,Robert Elyanto
2025-04-02 15:08:08,ini game paling bagus efak hero nya keren dan map nya bagus .,5,mbah No
2025-04-02 15:07:45,"jangan download ini game,gamenya sih seru tapi sistemnya itu loh gw lengen di kasih tim epik musuh lengen 1 kan gak adil banget dan biasanya ni game banyak yang rasis",1,Andre dwi saputra
2025-04-02 15:06:48,game jelek,1,Derbi Sun
2025-04-02 15:06:13,game ini tidak adil saya selalu dapat tim yang tidak bisa main dan musuh yang pro,1,Wildan Nur
2025-04-02 15:05:09,gamex bagus cuman sering kalah😌,5,Kuttu Balala
2025-04-02 15:05:05,"Tolong perbaiki sistem jaringannya ya, di lobby saya cek ping normal2 saja, tapi pas in gamenya malah merah2 jaringannya",3,Fadhlan A Hafizh
2025-04-02 15:04:36,"ngeleg mulu setiap main,dari jaringan padahal bagus",3,Yudhis Khalfani Idris
2025-04-02 15:04:32,mantap good game,5,Zaka Rias
2025-04-02 15:04:27,"musuhnya susah, dark system hapus aj mending",2,M.Khoirulumam Alfarras.p
2025-04-02 15:04:23,"gacor sih game nya tapi OMG SERIOUSLY? tiap kali masuk match, kayaknya sistemnya mikir, ""kasih dia tim yang bikin dia nangis aja deh."" menang 3x? itu bonus kalah berturut-turut? itu kewajiban. Aku nggak tau ini game MOBA atau simulator kesabaran masa aku dapat tim kayak shibal gini AAAKAKAJAHAJAJAJAJAJ, jinjja neomu neomu angry ( `_ゝ´). Terimakasih ML, kayaknya aku mau meditasi di air terjun.",3,gauri people terkece in this world
2025-04-02 15:04:09,"terburuk,sistem matchmaking yang tidak adil",1,Araf Al-hurr
2025-04-02 15:03:53,game bagus👍👍,5,Nazhir Rofi
2025-04-02 15:03:00,Woi monton lu tiap hari tiap jam tiap menit tiap waktu kenapa lu kasih gw tim yang pada tolol tolol semua kenapa. kalo ga bisa bikin game yang seru yah jangan bikin game yang buat orang orang stres marah marah ga jelas ini semua berawal dari lu monton,1,Fadil Lah
2025-04-02 15:02:51,"apk tidak berguna jaringan hilang tiba² terus dalam setiap match, update hero terus dan skin tapi game play tidak di pedulikan",1,Rickychardo Meha
2025-04-02 15:02:40,kasih skin legend dong monton gem terbaik,5,ANDHIKA PUTRA PRATAMA
2025-04-02 15:02:09,"Kepada Moonton Developer Mobile Legends, Semua Karakter dan Skin Sudah Melebihi Sangat Bagus.. Namun yang ada matchmakingnya yang tidak bisa tertolong seperti sengaja feed, egois, dan saling membuli.. Apa yang harus kamu lakukan Moonton... Berikan Tanggapanmu🙏🙏... Dan juga perbaiki jaringannya. Lag merah terus... Soalnya ml dulu lebih bagus daripada separah sekarang hanya kritik ya...",1,Michael Kaban
2025-04-02 15:01:44,muantapop,5,Aldi Mulyadi
2025-04-02 15:01:18,game g jelas,1,Echa 09
2025-04-02 15:00:12,tolong update maksimal,5,Duta keren -_-
2025-04-02 15:00:09,Game yang menguji kesabaran manusia,5,Zafran Razak
2025-04-02 14:58:41,"game rusak, main ketemunya mitik pdhl masih legend mainya ngk ada yang mitik TPI Mala ketemu yg mitik.. trus keluar sendiri wifi bagus jaringan bagus tapi Serik ngelek keluar sendiri. ini game lama² udah ngk asik.",1,Wkwkw Selalu
2025-04-02 14:58:26,"gamenya bagus, asik dan menyenangkan. semua orang yang bermain game ini pasti sopan-sopan.",5,Trisandi Sailao
2025-04-02 14:58:17,"Lebih baik hapus game ini we..game gak guna ini..! Gk bisa bikin lawan yang setara dan masih banyak kendalanya contoh : buat player solo selalu di bikin lose trek mulu + ngelek ² padahal sinyal bagus , tidak bisa bisa bikin lawan yang setara , seharusnya main game buang suntut malah main game ini tambah stres karena lawan yang tidak sepadan,dah gitu chat para pemain kasar semua..! Yang penting hapus lah game ini . Klo anda butuh penenang pikirin jangan download game ini !! Hp anda di jamin pecah",1,Arianto Lahagu
2025-04-02 14:57:26,seharusnya poveous diberikan skin oleh muntun!!!,2,Kenzo Rizky
2025-04-02 14:57:09,"Game busuk, game no fairplay. Banyak user feeding",1,Nurohmad Wahyu Wibowo
2025-04-02 14:56:23,seruu,5,Saripatun Najwa
2025-04-02 14:56:15,"jangan main game ini apalagi sampai top up, dijamin menyesal",1,Mus
2025-04-02 14:55:59,Pindah hok aja ni game darkpick GK jelas org GK ada salah kena report bikin peraturan sesuka hati nenek moyang nya aja main solo kek perang dunia ke dua ngasi temen bot terus ada dendam bilang,1,Eki saputra 16121997
2025-04-02 14:55:41,game yang sangat tidak masuk akal masa moonton kasih musuh yang tidak setara rank tertinggi musuh ada yang imortal atau glory lah di tim kita masih rank tertinggi mhytic gimana sih moonton saya jadi lose streak banyak dan win sedikit tolong kasih musuh yang setara terimakasih,1,Reza Jusafa
2025-04-02 14:55:23,eek,1,NotTheEntity Carmichael
2025-04-02 14:54:50,kalea bagus banget,5,Arum Arum
2025-04-02 14:54:24,"monton napa sih gw di kasih teman drak sistem mulu dah, tp jujur deh gw suka banget gem ini",4,Fahrizal Rizal
2025-04-02 14:53:39,aneh bro pas pertama main Joy jaringan nya lancar masyaallah tapi pas main kedua make hc jadi lag kan aneh tiap main hc jaringan nya astaghfirullah 999+ jaringan co😭,1,Kamumanusia
2025-04-02 14:53:22,"sekarang malah jadi gampang ngasih coklat ya, padahal kda ga busuk'amat liat dari mana nya si? kda doang? kinerja juga padahal udah bener, apaan si jadi gampang banget buat ngasih coklat",1,Bela __
2025-04-02 14:51:51,game yg sudah diatur teman dan lawannya,1,Irul Achmad
2025-04-02 14:51:01,gema nya jelek,1,Khaeril Aksan
2025-04-02 14:50:37,semuanya bagus tapi tolong monton tolong ilang kan dark sistem dan betulin masalah sinyal nya yang kadang kadang ilang perbaki dan ilangkan dark sistem,5,Zoya Nazira
2025-04-02 14:50:12,Bua ml nya ya agak seru tapi game nya jelek bagi aku karna game nya Coman gitu terus ngejek ngejek game lain tapi dia sen diri kalah sama game block blast,1,Fadil Fadil
2025-04-02 14:49:33,game kikir,1,Tidak Tahu
2025-04-02 14:49:25,aplikasi keren,5,Sir Man
2025-04-02 14:48:50,gak seru main nya turun naik aja bg mentang gue bot,5,Sri Wahyuni
2025-04-02 14:47:34,jaringan bagus tapi delay gj bgt ini game 🗿🗿🗿,1,Dio Septiadi
2025-04-02 14:47:12,game kau ni baik tp byk scammer aku nk akun aku moonton nm dia ~[TENKER]~™ baik aku main kat game sebelah je(¬_¬,2,Big Boss
2025-04-02 14:47:03,EH MONTON DARI DULU GUA MINTA TIM NYA YANG SEPADAN DONG DARI TIM MUSUH KAYA PRO PLAYER KALO DARI TIM SENDIRI KAYA BARU MAIN. PLISS LAH KASIH MUSUH TUBUH YANG SEIMBANG YANG SAMA SKILLNYA KAYA DI TIM GUA BIAR GUA ENAK MAINNYA KOMPAK GITU KALO MABAR KETEMUNYA DUO BUCIN YANG GA BISA MAIN GUA UDAH JAGO TAPI KALO TIMNYA GA BISA MAIN GIMANA GUA MAU MEMANG COBA. INI GAME MAU BIKIN ORANG SENENG APA EMOSIH HAH MONTON,5,Teguh Rifadli Ilmi
2025-04-02 14:46:23,lumayan buat hiburan,5,Suparman Serang
2025-04-02 14:46:05,"one player is trapped and forced to fight with the computer, then the trapper becomes a spectator, and when the match starts, the trapper stops the game continuously, and the victim cannot leave the costume room by force, what is the solution please, the victim has difficulty leaving, give a solution, for example, give a button to exit the game, because when the match is stopped, the victim cannot do anything, pressing the button alone does not work, please provide a solution, Moonton.",1,bagas ak
2025-04-02 14:46:04,tolong montoon skinnya dong di disconin,1,Deni Saputra
2025-04-02 14:45:50,game bagus,5,Lani Martiani
2025-04-02 14:45:39,saya menyukai ml,5,Adonk Bonek
2025-04-02 14:45:39,bagus banget game nya di tambah pertarungannya sengit,5,Ebym Putra awansyah
2025-04-02 14:44:49,gem nya emang bagus tapi sering mendapatkan tim yg beban kadang min terus los trek berkali kali jadi tolong di perbaiki Ya dan juga kapan dapet skin gratis lgi yg kolektor otau sekin anim ya minuman kaya HOK ga tim beban palingan juga seringan nya win,5,Selviyani Hermawan
2025-04-02 14:44:44,game apa ini selalu di kasih musuh yang jago terus mending main hok aja game stresss,1,Ardi Ghileh
2025-04-02 14:43:24,"Matchmaking sampah. Setelah season selalu mendapatkan tim yang tidak seimbang, tim sendiri player epic namun tim musuh mantan glory, itu membuat tidak seimbang.",1,CrashYow
2025-04-02 14:42:54,game burik 8bit kayak ep ep,1,uchiha saw
2025-04-02 14:40:29,"Tim musuh sama tim sendiri bedajauh musuh jago,temen dongo+ngga ngerti main pula pokoknya gak seimbang btw gua masih stuck di rang legend 2 dan gak naik naik.",3,TIO
2025-04-02 14:39:37,game rusak tolong beenerin,1,ahmad jancok
2025-04-02 14:39:25,server gampang ngedown,1,Zefa Aditia
2025-04-02 14:39:03,saya senang dengan Game ini,5,Yulius Sairatu
2025-04-02 14:38:30,"game rusak, kaga jelas ngasih team gblk, bikin pusing",1,Abdul aziz
2025-04-02 14:38:16,bgs sih,5,Loopyuu 2
2025-04-02 14:37:46,gemnya bagus banget dan ada sikin geratasan nya lagi,5,Mas Bro
2025-04-02 14:37:37,"Setelah update banyak bug, sering lag ke semua player, orang mau main malah lag satu map hadehh cepat cepat dah di fix.",1,Tedy Bangun
2025-04-02 14:37:19,sekarang monton baik tadi aku dapet skin blazing laila sama musuh nya bot di kelasik semoga monton ke Mekah amin.semoga aku dapet skin Kof dirot,5,Ida Sumiarsih
2025-04-02 14:37:18,"seneng banget,, mudah di mengerti, simple,,dan ada sulitnya ..kren dah pokonya",5,Hasan Ansori
2025-04-02 14:37:04,"OI DASAR GAME RUSAK, KENAPA SIH, MASA GW DIKASIH COKLAT MLU PADAHAL ADA TEMAN GW YANG LEBIH BEBAN MALAH DIKASIH SILVER",1,Adelard Jibril
2025-04-02 14:36:35,game ini bagus banget kalo saya di kasih ws 50 kali😅😅,5,Gasman Manurung
2025-04-02 14:36:32,harus diperbaiki lagi sedikit bug bug yang ada di game,5,myra ahmad karta
2025-04-02 14:36:19,Game nya tidak masuk akal masa tim musuh selalu pro masa tim gw di kasih komputer semua,1,Mzganteng Zez
2025-04-02 14:34:43,"lama lama gamenya kaya pepek dpt tim gak becus/baban,tolong kasih team yang enak dong montoon.",1,Maulana Lana
2025-04-02 14:34:31,"sangat buruk dari segi keseimbangan permainan! koneksi server tidak stabil, ping suka drop walaupun sudah menggunakan berbagai booster bahkan walaupun jaringan dil luar permainan bagus dan stabil! dan penempatan tim yang tidak seimbang. Kalau bisa daripada terlalu fokus pada proyek Skin dan Hero minimal lakukan pemeliharaan server dengan shut down atau sebagainya seminggu, sebulan, setahun sekali lah, karena Lag tidak terkendali permainan jadi tidak bisa dimainkan.",1,Fahdil Dwi Efendi
2025-04-02 14:34:30,game ini merusak otak dan aktivitas anak.,1,Fidya Boyo
2025-04-02 14:34:15,bagus juga game nya tapi kalau kadang suka banyak bug atau apa gitu tapi sih kayak nya jaringan nya yg lelet sih 🤭,5,Sumi Yati
2025-04-02 14:34:10,woy monton sinyal 80ms ko bilang bagus tolong lah di perbaiki aku main kalo lagi war leg² ga jelas ton jadi pusing aku dengan sinyal 80ms tolong la ton akun ku,5,Deni Ramdani
2025-04-02 14:33:11,GAME PP UDH CAPEK AKU LOSE DAPAT TIM AMPAS UDH KU HAPUS GAME PP BUAT DARAH TINGGI,1,Ebet timoti Nababan
2025-04-02 14:33:03,MLBB(playing lags a lot of bugs) Andai gw tau kantornya udah gw bakar dari lama,1,Rakha Nafis
2025-04-02 14:32:11,woi moonton yg ngotak dikit dong msa w dikasih tim yg kaga jelas mulu lose trek 7x yg bener aja...,1,Gattut Surendro
2025-04-02 14:31:55,gua kalah mulu direng kalau di Indonesia jembatan jadi kalau ada yang kalau dirinya MPV dia nggak turun,1,Nina Yulia
2025-04-02 14:31:00,game jembot server sering rusak jaringanya jadi lag pepk,1,MCN Asep
2025-04-02 14:29:34,ml adalah game favorite saya tapii saya sudah mengapusnya maap ya moonton tpi saya mendownload nya lagi,5,Andrakece Andra12
2025-04-02 14:29:29,gua main baru 2 kali lvl gua langsung 20 kenapa di baned akun gua kocak mana gak bisa masuk lagi,3,Muhamad Ikbalmaulana
2025-04-02 14:28:36,"pas mau menang selalu ngelag,rusak nih game",1,Azka NA
2025-04-02 14:27:26,tolong segera perbaiki bug jaringannya monton sering leg mlu,3,Bang Putra
2025-04-02 14:27:14,"karena banyak dark system , apalagi di epick males losetrack terus moonton tolol gak usah buat game kalok terlalu susah apalagi yang ngidam immortal minimal kasih dark system kemusuhnya tim ku penjoki semua harus nya gitu apalagi kamu kikir pelit uang ku habis 12 k dapet 28 diamond kikir kikir",1,efrataoel kulaawang
2025-04-02 14:27:00,beri lawan dan tim yang baik,3,Sodik 1025
2025-04-02 14:26:48,gamenyasih bagus tapi sukannya kasi musuh dark sistem terus kan susah rank sama classic defeat terus,5,Mut Onah
2025-04-02 14:24:15,sangat asik,5,Rizz
2025-04-02 14:24:15,"eh tun muntun. nih komentar terakhir gw atas pengalaman main game lu selama ini. udh dikasih tim ga jelas, muncul lagi nih bug freeze. ml lu ngefreeze sementara hp gw ga knp². tiba-tiba ngefreeeze gtu aja nih. suhu hp juga normal aja tuh. mungkin klo main pas nge-charge kemungkinan ngefreeze masih ada karena memang overheat aja. tpi ini pas ga nge-charge, hp masih bisa jalan normal, hanya ml saja nih yg ngefreeze. Tolong lah diperbaiki nih bug, ganggu bgt asli",1,KRAKEN Gaming
2025-04-02 14:24:11,game nya bagus bangett,5,Muhammad Risky
2025-04-02 14:23:10,bagus dan tolong jangan adakan dark sistem !!!,5,Sutika Mulia
2025-04-02 14:23:00,langsung imo nih,5,Muhammadakram
2025-04-02 14:22:59,Game Membuat Kesal Adik,5,Hardi Praptomo
2025-04-02 14:22:44,baagus kali gem ini bang pliss Collab naruto,5,Razka Cool
2025-04-02 14:21:34,"gema ini sangat rusak dan bukan saya emosi, dan satu lagi kenapa sih kalau main malah jaringan lag padahal wifi bagus aja kenapa lah hadeh ini monton kenapa dah",1,Ahmad Ihsan123
2025-04-02 14:21:31,tolong hapuskan drak sistem di mobile legend ini,5,Rifky Agusts
2025-04-02 14:20:32,"іᥒі gᥲmᥱ ᑲgs ᑲg𝗍 sᥙm⍴ᥲᥲᥲһһһ, sᥡ sm⍴ᥱ ᥒᥲgіһ mᥙᥣᥙᥙ mᥲіᥒ ᥒᥡᥲ ᥲm⍴ᥱ grᥲᥒძmᥲs𝗍ᥱr ძᥙᥣᥙᥙ 𝗍⍴і ⍴᥆k᥆ᥒᥡᥲ sᥱrᥙᥙ ძᥱһһ mᥲᥙ mᥲіᥒ gᥲmᥱ ᥣᥲіᥒ ȷg mᥲᥣᥲsss ᥙძһ ძᥱһһһ ᑲᥲgᥙsss ძᥲһһ k𝗍 sᥡᥡ",5,Layla Hayashi
2025-04-02 14:20:27,Monton gua bener2 kesel tiap hari gua main dikasih tim drak sistem Mulu malam ini gua main 5 x dikasih drak sistem lagi tolong lah perhatikan juga kenyamanan yg main gimna gua mau kasih rating kalo tiap main dikasih drak sistem Mulu mikir untung doang lu monton,1,Dian Ardi
2025-04-02 14:20:17,Ok,5,Deden tanggrang
2025-04-02 14:19:32,makin parah ml makin sini bukan nya makin bagus malah makin parah kocak mending hapus ajh,1,Wawan Setiawan
2025-04-02 14:19:32,saya kesel knp setiap bantu orang tua selalu di bilang afk padahal udh capek capek malah kredit skornya berkurang 5-9 tolong ada sistem membantu orang seharusnya saya sudah capek tolong benerin jaringannya soalnya suka ngelag padahal bagus dan padahal saya gk afk tapi tetap dilaporkan jadi saya kurang suka tolong benerin juga nanti aku kasih bintang 5 walupun jaringan masih ngelag tapi gpp lah mohon terimakasih ASSALAMU'ALAIKUM,4,Ateppermana Permana
2025-04-02 14:19:08,"mohon ma'af jangan berisik tinggal main aja, pro player aja Gk menang terus, kalah menang sudah di atur monton, mana ada game onlin Gk setingan, dari sinyal atau matcmaking semua itu udah di atur monton, pake logika lu pada dari pada kena mental, yg Mabar berlima aja masih di kasih kalah apa lagi yang solo udah pasti lebih parah, klo mau menang terus mainin game offline saja, klo maksa untuk slalu menang terus main game onlin yg ada kalian stres, ingattt ...semua game cuma untuk hiburan !!!",4,Ahmad Amin
2025-04-02 14:18:52,"game ampas lagend, gada perkembangan dan selalu tambah buruk, kedepanya semoga semakin mundur aja dah, gada yang bisa di nikmatin dari game ini..",2,lukman nulhakim
2025-04-02 14:18:07,bagus sih grafiknya pas pokok nya top,5,bungsu ragil
2025-04-02 14:17:16,woyyy moonton bug sinyal nyaa perbaiki lahhh,1,Jek Not
2025-04-02 14:17:06,Bagus seru tapi tolong hilangkan drak sistem 😭😭,5,Aulia Aswandi
2025-04-02 14:16:07,bagus,5,tik tok
2025-04-02 14:14:57,gameenyaa gak baguss bikin kesel teruss,1,Naila Rahma
2025-04-02 14:14:52,game gak jelas Giliran Riport orang Gk Dikurangin Skor kredit orang giliran orang riport gue kurang skor kredit udah jelas jelas tim nyetroll,1,SAN jaya
2025-04-02 14:14:20,ml game bagus hd bet gila,2,Gjo Satoru
2025-04-02 14:14:17,"mvp dari tim yang kalah terus matching game ya jelek banget dapet tim ampas musuh nya kuat"".",1,adimas sd
2025-04-02 14:14:16,semakin burukkkk,1,Erwin Koplak
2025-04-02 14:13:47,ML GAME ANJINGGGG. BANYAK COMPUTER YG MAIN.NGABISIN WAKTU MAIN GAME ANJINGGGG INI.BARU MENANG SEKALI TERUS MAIN LAGI DAPAT TEMAN COMPUTER.LEBIH BAIK SAYA MAIN GAME LAIN DARI PADA MAIN GAME BANYAK DARI SISTEM INI.,1,Muclis_ Ahaa
2025-04-02 14:13:35,"kembalikan saldo dana saya yang ke top up sendiri,akun saya aj udh ilang masak top up sendiri😭😭😭😭,tiba"" hilang saldo dana saya",1,Pak Aseb
2025-04-02 14:13:30,mantap. mudahan dapat daimond gratis dari monton,5,akakak lalalal
2025-04-02 14:11:17,"Sekarang manajemen resource hanya bisa di beberapa akun jadi game ini semakin berat, ayo lah moonton berikan kemudahan kepada player lain 😠😠😠",5,Gavin Gravilla
2025-04-02 14:11:00,Terimakasih monton telah memberikan ku lose streak di solo rank dengan begitu game menjadi lebih menantang dan tidak boring,5,ardi budi
2025-04-02 14:10:49,"ml sekrang aneh , sering lag tiba² padahal ping hijau kadang juga ngefreeze sendiri ga bisa dipencet banyak bug nya! pdhl penyimpanan masi banyaakk banget hp juga masih bagus kenapa mlh sering bug? mohon diperbaiki lah moonton biar kalau main enjoy",2,mezaflntn 45
2025-04-02 14:10:18,bagus suka pokoknya suka lah mobil legends di hati 😍🤩🥳,5,Vanessa Aulia
2025-04-02 14:09:43,game nya kemahalan kalo top up MB nya terlalu besar bersama data nya banyak dark sistem yang awal nya download buat ngilangin stres malah tambah stres,1,Lizam Maulidan
2025-04-02 14:08:54,Permainan yang bagus tapi cuman ada kesalah di saat afk aja sering di kurangin kredit skornya jadi ga bisa main,5,Muhammad Harbi
2025-04-02 14:08:36,mantap ini game,5,Juan Syah123
2025-04-02 14:07:48,wah permainan itu sangat seru ya ternyata,5,Siti Hamidah
